"Ctrl_F1","Ctrl_F2","AIS_M1","Ctrl_M1","AIS_M2","Ctrl_M2","Ctrl_M3","AIS_M3","AIS_M4","AIS_M5","AIS_M6","Ctrl_M4","AIS_M7","Ctrl_F3","AIS_M8","AIS_M9","Ctrl_F4","AIS_M10","Ctrl_M5","AIS_F1","Ctrl_F5","Ctrl_F6","AIS_F2","AIS_F3","AIS_F4","AIS_F5","AIS_F6","Ctrl_F7"
"ENSG00000176754",425.811994447017,184.432351786031,21.6287757042519,284.866716378337,252.461397939157,459.658506835732,188.496853762521,489.608937307539,132.985512361341,510.958824042723,177.920530519365,33.9226399439025,321.735967563851,52.7577254731947,254.213503732224,27.9669829600762,386.095557989125,416.169672176509,219.775071656049,728.045178151013,350.122937487994,480.28870931487,537.753955861278,683.422438468332,1156.34552413414,272.396352690953,19.3928296891868,756.724538647308
"ENSG00000176840",432.005623457155,306.974652637153,133.58949699685,225.795517439418,297.454518363958,281.890023529095,12.1610873395175,3.54275642045976,1.1768629412508,6.00245314587634,1.56070640806461,14.4171219761585,304.209494622629,116.066996041028,6.66789517986162,21.3081774933914,5.26493942712443,6.2818063724756,74.923319882744,274.182684512892,9.68081854805512,772.0025247481,586.279090931601,12.2917704760491,244.143556012027,50.5752185777991,261.803200804022,240.509349492555
"ENSG00000176912",690.589634630435,318.114861805436,133.58949699685,74.5290827734022,677.396424173382,13.9675236883786,9.12081550463812,1166.27541361535,12.9454923537588,13.5055195782218,10.9249448564523,27.138111955122,595.900080001529,355.37603878744,520.929310926689,16.647013666712,11.6998653936098,18.0601933208674,137.359419785031,72.1206154274275,319.467012085819,16.163562332712,19.0918564211105,18.4376557140737,562.079698085568,47.469722700215,271.499615648616,21.5089662147814
"ENSG00000177234",6.19362901013843,6.18900509349098,2.54456184755904,56.8629298197068,0,5.07909952304676,142.132708280611,4.95985898864367,5.88431470625402,218.339233181252,4.68211922419382,3.39226399439025,5.00756369749184,16.4604103476367,1.6669737949654,3.32940273334241,181.347913600952,231.641609985038,4.99488799218294,161.027925825032,5.37823252669729,3.84846722207428,391.383056632765,291.314960282364,2.35508253387808,344.710042411842,363.615556672253,0
"ENSG00000177335",105.291693172353,1938.39639528138,2012.7484214192,796.633084755699,174.348341646101,869.795793321758,1609.06386860991,1121.63668271756,617.853044156672,907.871038313796,2094.4679996227,1345.03267377573,2945.69934504957,1221.4468601554,1409.42634364325,1377.04097051042,1351.33445296194,3480.12073035148,1438.52774174869,1959.069475964,599.672926726748,320.19247287658,2480.35034670927,1164.03066408185,1088.83315816296,765.726554958608,1292.04727804207,879.912254241056
"ENSG00000177338",356.13366808296,427.041351450878,89.0596646645665,1123.45691439906,1338.54533263781,412.67683624755,1739.035489551,1018.18819524014,1333.38571243716,543.222009701808,39.0176602016152,1334.00781579396,1139.22074117939,303.04037511803,863.492425792079,684.525201975199,967.578868051533,89.5157408077773,684.299654929062,327.651416640123,4200.93742660325,1286.15774561722,1064.37099547691,733.818697420133,726.935475457033,1047.43939528231,2077.45688045414,262.018315707337
"ENSG00000177369",571.36227618527,907.308146705778,737.922935792122,150.714367386213,19.3720379606779,1191.04883815447,449.200163603427,88.5689105114941,357.766334140244,193.579113954512,307.459162388728,546.15450309683,102.655055798583,150.254002147659,515.928389541793,603.287775281644,447.519851305576,372.19702756918,49.9488799218294,162.271384711712,343.669058455957,547.252038978962,387.405586545033,458.483038756632,186.051520176368,371.32857850542,206.04881544761,942.483792320419
"ENSG00000177596",0,3.71340305609459,362.600063277163,245.669939512326,265.584391396391,8.88842416533183,0,122.579372147908,5.88431470625402,225.842299613597,6.24282563225843,605.519122998659,5.00756369749184,16.4604103476367,369.234695584837,290.323918347458,235.752287681238,6.2818063724756,139.856863781122,60.3077560039695,7.5295255373762,5.38785411090399,12.7279042807403,8.60423933323439,370.532985330151,215.610142357986,1.21205185557418,224.866464972714
"ENSG00000177757",0,4.95120407479279,1.27228092377952,62.3836026177366,3.74942670206669,3.80932464228507,2.28020387615953,2.83420513636781,1.1768629412508,6.00245314587634,129.538631869362,3.39226399439025,733.608081682554,39.2517477520569,140.025798777094,3.32940273334241,270.266890592387,180.601933208674,437.052699316007,165.380031928411,2.68911626334864,1.53938688882971,1.59098803509254,6.14588523802456,3.92513755646346,43.4769422861782,1.21205185557418,3.91072112996025
"ENSG00000177788",1618.08557889866,202.999367066504,399.49621006677,174.453260417741,624.904450344448,612.031492527135,408.916561791276,12.0453718295632,404.840851790276,883.86122573029,6.24282563225843,368.060643391342,2307.23497361936,344.402431889015,1147.71145783368,2389.17940144651,425.290107057717,849.614311877325,192.303187699043,550.852286799144,13.4455813167432,14.6241754438823,1035.73321084524,527.316953422508,529.108542611275,661.914264193652,488.456897796393,5.86608169494037
"ENSG00000178107",7.74203626267304,3.71340305609459,165.396520091338,245.117872232523,4.37433115241114,7.61864928457014,7.60067958719843,75.814987397839,5.88431470625402,6.75275978911088,9.36423844838764,6.78452798878049,23.7859275630862,21.5251519930634,11.6688165647578,4.66116382667937,10.5298788542489,3.92612898279725,7.4923319882744,4.35210610337924,549.117540975793,14.6241754438823,4.77296410527762,17.2084786664688,3.92513755646346,1.33092680467892,7.27231113344506,9.77680282490062
"ENSG00000178130",829.94628735855,695.644172508386,5.08912369511808,11.5934128758626,71.2391073392671,1178.35108934685,332.149697960572,5.66841027273562,2.35372588250161,13.5055195782218,1.56070640806461,318.872815472683,7.51134554623776,421.217680177986,11.6688165647578,294.985082174137,120.508613554181,449.149155632006,149.846639765488,202.683798528805,1.07564650533946,10.775708221808,0.79549401754627,513.796005898854,1.57005502258539,22.6257556795417,3.63615556672253,5.86608169494037
