Gene_ID	Ctrl_F1	Ctrl_F2	AIS_M1	Ctrl_M1	AIS_M2	Ctrl_M2	Ctrl_M3	AIS_M3	AIS_M4	AIS_M5	AIS_M6	Ctrl_M4	AIS_M7	Ctrl_F3	AIS_M8	AIS_M9	Ctrl_F4	AIS_M10	Ctrl_M5	AIS_F1	Ctrl_F5	Ctrl_F6	AIS_F2	AIS_F3	AIS_F4	AIS_F5	AIS_F6	Ctrl_F7
ENSG00000231015	0	2	0	1	2	0	0	4	0	0	0	0	0	0	1	4	2	0	0	0	1	0	0	0	0	53	0	1
ENSG00000231019	0	0	0	0	1	0	0	2	0	1	0	0	2	0	0	0	1	0	0	0	3	0	1	0	0	17	0	0
ENSG00000231023	6	4	2	282	6	13	237	7	5	12	5	11	14	1474	318	20	125	6	105	302	11	10	2	397	1	115	2	120
ENSG00000231024	320	601	19	119	416	199	87	28	154	490	225	35	33	571	87	549	511	369	124	27	504	28	14	79	1123	1391	211	9
ENSG00000231028	2417	2087	2816	4949	3413	1649.5	4691	3088	1899	3112	695	2066	3404	7457	3558	4547	3084	2979	1045	3180	4741	2859	4324	1685	4112	7112.5	2125	2092
ENSG00000231031	2465	2779	2722	9689	5505	2999.5	4252	5835	2962.5	3529.520317	2920	3516	2658	8508	3682	4321.5	5510.5	2351	1817	5988	7286.5	6602.5	4563	4454	5142	7534	2635	1852
ENSG00000231039	910	480	207	1062.5	496	18	244	576	833	1008	19	25	31	452	1042	993	336	31	153	2231.5	3325.5	804	30	1028	17	1550.5	227	14
ENSG00000231040	128	122	366	1033	469	734	483	24	270	806	124	30	22	466	1204	50	235	876	76	206	1516	551	513	201	387	173	384	329
ENSG00000231052	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231054	6	175	114	117	494	12	168	222	532	476	171	361	2	93	42	418	17	254	2	270	1677	637	15	12	10	4	99	2
ENSG00000231056	2	297	2	122	20	5	6	508	198	351	194	5	9	906	14	18	337	9	0	316	6	17	8	3	13	48	190	186
ENSG00000231078	0	0	0	2	0	0	0	0	1	0	0	1	0	1	4	0	30	1	0	0	4	734	0	0	47	1520.5	14	0
ENSG00000231081	207	0	0	5	2	0	2	0	0	2	0	0	1	44	0	1	5	207	52	1	1	3	0	1	0	3	0	0
ENSG00000231082	0	2	0	1	1	1	196	2	3	2	0	6	0	10	1	2	2	10	0	0	2	0	0	0	2	0	2	0
ENSG00000231083	0	1	1	0	1	1	1	5	0	1	1	0	0	36	125	1	0	0	0	0	1	3	2	2	0	0	2	1
ENSG00000231090	1	0	2	17	1	0	0	1	2	0	0	0	1	153	4	1	4	0	0	0	0	1	5	0	1	3	1	0
ENSG00000231106	211	5	1	83	8	5	7	11	18	148	2	36	926	70	40	8	308	38	55	255	2	4	5	6	439	781	83	42
ENSG00000231107	1385	2661	2298	3745	5890	2628	2772	4717	1815	2842	2021	3472	2016	2837	1776	3884	4021	3131	939	3594	7220	2278	3270	2067	3005	6072	1944	1295
ENSG00000231110	57	0	193	0	2	1	2	0	1	0	2	0	2	51	380	527	138	3	44	1	4	652	549	3	3	230	2	4
ENSG00000231114	97	134	665	878	417	1227	464	394	156	594	12	972	25	837	631	2004	598	207	343	698	565	33	1967	543	1928	220	847	174
ENSG00000231131	0	102	0	1	289	1	477	3	0	2	0	21	0	3	1	0	1	0	2	3	1	0	6	572	4	2	1	60
ENSG00000231133	9	381	5	3	350	5	549	5	4	352	1	422	9	580	12	10	6	2	2	659	8	729	11	248	321	11	6	2
ENSG00000231140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	1	0	0	2	1	0
ENSG00000231141	0	0	0	27	1	0	2	1	0	0	0	1	0	3	0	2	1	3	0	0	1	1	0	0	2	228	0	0
ENSG00000231143	4	6	9	421	12	10	218	9	4	209	190	15	5	250	10	13	219	202	45	15	21	14	13	6	9	1631	134	124
ENSG00000231149	0	1	0	6	2	0	1	1	0	2	1	5	118	63	1	5	1	0	0	1	2	1	1	1	2	172	1	0
ENSG00000231156	8	169	2	0	988	4	3	3	9	154	3	4	4	44	3	378	5	3	1	512	15	2	6	10	1	17	2	1
ENSG00000231171	290	0	0	2	1	0	241	3	1	2	0	0	1	44	10	646	180	0	2	5	2	2	2	0	1	2	1	3
ENSG00000231173	183	242	14	631	27	288	243	384	420	253	231	422	7	103	19	36	380	17	82	385	16	1343	11	2	748	433	221	94
ENSG00000231175	42	534	43	1897	679	30	1924	1003	1355	1678	524	1642	1052.249915	2653.593442	563	1191	2141	2061	228	1062	2598	612	2907	815	1681	1888	579	441
ENSG00000231178	0	1	0	0	0	0	1	1	0	0	1	1	0	0	1	1	237	0	0	0	0	0	0	0	0	0	0	98
ENSG00000231183	687	262	51	130	45	726	105	636	323	389	117	734	535	655	92	142	302	635	27	389	968	83	484	111	230	351	579	45
ENSG00000231189	3	6	3	4	455	0	2	177	3	0	93	1	178	4	2	5	338	2	0	2	4	0	390	0	1	4	0	0
ENSG00000231193	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231196	0	0	0	0	474	0	1	0	0	0	0	0	0	0	0	2	0	0	25	0	1	0	0	0	0	1	0	0
ENSG00000231200	0	138	2	49	0	0	0	169	2	2	115	0	0	48	1	0	156	0	0	2	0	2	1	1	896	1	0	0
ENSG00000231204	2455	3278	4077	6871	3434	1804	5799	3779	2763	6078	12041	4418	2639	8364.5	4040	6272	4466	3770	1060	4136	9366	5826	7575	3390	4400	10734	2738	2430
ENSG00000231210	669	961	882	2067	1815	1110	1682	2327	858	2547	466	4964	202	2151	2409	485	1277	2324	644	1099	978	60	5095	621	1823	2898	1002	440
ENSG00000231212	2	0	3	60	5	0	3	4	2	3	1	4	4	355	4	3	4	4	0	2	1	0	0	1	32	4	1	3
ENSG00000231217	373	427	1482	1993.071596	1175	1413	1726	1730	825	29	890	713	1216	4099	1702	568	2173	1527	407	1493	1285	449	1219	861	1280	3343	337	407
ENSG00000231221	2	129	1	99	9	2	233	218	2	224	9	3	3	10	5	17	260	235	24	245	456	3	490	10	4	113	343	71
ENSG00000231231	9	184	16	151	9	9	1091	221	252	18	10	267	600	92	220	374	156	221	77	221	25	19	33	1011	16	313	297	352
ENSG00000231236	1306	1202	140	2171	1475	910	1221	1466	787	2356	693	1591	810	6766	949	1876	1003	920.5	255	1404	2453	1479	613.5	819	879.5	2330	1019	163
ENSG00000231238	293	302	183	338	21	867	683.5	451	19	44	299	31	486	537	86	57	59	248	6	323	911	703	18	438	21	214	343	133
ENSG00000231246	17628	13610.5	25543	18195	71164.77745	24267	36692	29111	22619	21985.5	7437	27067.5	13020	24592	12768.33333	44032	38579.03723	16811	3976.5	39812	74547.04904	42509.38656	42040.03243	14891	16318	14958.51226	14744	9131.5
ENSG00000231248	1	148	1	1	305	0	0	0	0	6	109	0	1	1	1	2	2	1	0	2	1	1	0	0	0	0	1	0
ENSG00000231252	1229	1544	2447	4482	2491	1058	1632	3533	2539	1886	720	2273	1289	4985	3069	2871	2055	2418	740	2003	2534	3003	1554	1176	2828	3745.694097	799	1115
ENSG00000231253	108	4	14	240	94	167	171	201	170	9	109	195	637	185	412	21	445	31.5	4	601	691	14	765	277	269	232	6	199
ENSG00000231265	0	0	1	1	0	1	0	2	80	0	0	0	133	1	0	0	0	3	0	0	0	0	3	3	0	63	0	0
ENSG00000231266	2	134	6	152	429	182	4	226	11	10	113	6	6	65	9	7	401	7	45	70	11	5	7	183	3	104	5	161
ENSG00000231290	29	168	144	565	1455	415	563.5	792	355	64	411	310	298	718	528	468	383	88	201	995	552	93	412	225	133	64	449	76
ENSG00000231291	2	0	1	80	1	3	54	22	1	0	107	1	1	167	4	0	0	1	0	1	1	0	1	4	325	7	0	0
ENSG00000231297	16	146	7	136	9	298	1012	795	6	9	181	17	12	176	11	343	13	9	42	207	356	489	6	8	307	658.8333333	153	3
ENSG00000231298	1	130	2	1353	19	4	214	2	210	6	2	8	6	89	2	3	4	9	3	319	588	6	6	234	262	16	170	0
ENSG00000231304	814	1842	3008	7277	6485	3315	3218	2571	2100	3464	775	4443	2551	6895	4757	4531	3631	3773	772	3174	5722	3934	6660	2027	1920	6534	1876	2480
ENSG00000231324	4	9	4	324	892	6	299	243	2	9	18	550	4	478	9	6	253	333	45	6	1140	2	3	1	8	39	0	133
ENSG00000231326	2	110	0	4	1355	7	4	4	1	2	2	4	4	979	8	2	112	157	51	241	4	5	3.5	4	4	543	147	150
ENSG00000231327	269	214	194	50	448	78	8	18	210	1222	80	20	9	79	473	17	11	34	2	11	20	14	924	317	7	4	112	9
ENSG00000231346	3	158	2	4	2	3	165	2	1	1	1	8	2	47	3	6	45	5	1	4	311	4	5	0	1	6	159	0
ENSG00000231358	0	0	2	1	0	0	0	5	1	0	0	1	0	2	0	1	1	0	0	0	0	1	0	4	0	49	0	1
ENSG00000231364	0	0	0	0	0	0	0	0	0	0	0	0	0	43	1	1	0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000231367	218	181	197	157	402	12	4	9	5	7	487	527	229	155	752	579	341	307	4	827	528	1182	2040	135	27	177	276	439
ENSG00000231394	0	2	2	1	3	0	1	2	1	1	0	0	3	290	10	10	6	2	0	2	2	3	1	2	590	126	0	1
ENSG00000231401	158	3	345	225	3	0	1	187	173	3	0	2	0	64	1	1	5	1	1	1	2	1478	6	2	75	1	0	3
ENSG00000231403	6	168	9	250	290	130	214	144	242	503	4	7	305	149	261	2206	799	193	74	255	23	49	15	599	461	126	9	167
ENSG00000231405	1	0	1	76	4	5	1	5	0	61	3	3	0	100	3	6	10	5	1	4	4	2	7	2	2	0	6	1
ENSG00000231412	0	0	0	2	6	2	1	1	2	0	3	5	318	1	1	7	598	391	49	6	9	1	2	262	572	2	454	175
ENSG00000231413	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0
ENSG00000231418	17	335	318	670	841	250	508	404	375	28	95	30	183	282	308	1198	529	14	154	508	589	2939	15	374	615	297	17	7
ENSG00000231419	924	430	12	458	668	252	1196	341	173	939	129	374	342	538	893	1771	1120	1560	141	1372	1652	1172	49	804	1582	1322	643	223
ENSG00000231420	0	0	0	1	0	0	2	3	0	3	0	2	326	338	6	2	1	0	0	7	0	0	0	2	0	1	0	1
ENSG00000231421	278	123	257	284	924	12	685	325	598	487	18	661	1	10	522	1557	266	16	4	1136	51	746	532	214	14	748	142	288
ENSG00000231422	162	124	12	136	22	28	358	226	114	210	42	21	382	146	33	60	35	20	40	28	29	1925	8	36	89	110	152	68
ENSG00000231426	2	1	0	0	0	0	0	3	1	0	0	1	1	2	0	4	3	2	0	3	1	2	0	1	2	9	1	0
ENSG00000231427	0	1	1	0	4	1	0	0	0	0	3	1	0	6	4	0	147	1	1	0	3	2	1	0	0	22	81	0
ENSG00000231428	2	287	3	865	176	1	13	2	5	101	2	53	428	11	510	16	21	60	86	11	380	36	10	284	157	191	112	477
ENSG00000231429	9	182	389	26	6	640	5	297	10	214	90	10	19	888	93	96	253	141	169	11	633	7	558	252	430	542	14	187
ENSG00000231435	2086	2074	2287	2057	3341	2911	3401	3183.5	1713	3715	1889	4799	3459	3553	3062	4092	3201	4336	912	1805	5018	2719	4085	1613	2715	2366	1382	2278
ENSG00000231437	125	70	9	467	12	39	232	509	242	140	56	583	16	2453	163	403	305	243	91	337	522	25	19	9	816	1617	12	54
ENSG00000231439	3	2	2	4	5	0	0	4	2	3	2	0	3	1	6	4	9	6	2	34	647	11	3	2	2	0	2	1
ENSG00000231453	512	384	417	708	958	537	37	153	172	270	10	619	286	243	48	38	529	501	257	691	807	1628	651	23	531	692	103	76
ENSG00000231460	1	2	1	2	7	187	4	2	0	1	1	1	3	108	197	11	7	1	24	1	5	4	7	8	167	156	2	0
ENSG00000231473	14	10	185	1330	9	3	13	227	4	6	8	1166	14	310	272	22	54	15	52	266	24	706	3	8	15	205	9	3
ENSG00000231476	3	4	0	190	353	8	491	19	292	745	225	2	3	94	756	33	124	5	2	172	264	3	605	202	232	6	7	240
ENSG00000231477	131	2	5	8	9	8	10	4	0	4	0	3	2	0	5	13	13	10	4	5	7	3	2	1	5	4	277	3
ENSG00000231482	206	0	122	452	1117	379	4	428	109	727	275	224	467	131	15	238	511	198	102	487	1155	6	2014	6	326	31	127	182
ENSG00000231483	3	145	9	2	351	7	3	250	145	2	2	0	1	82	10	4	3	4	86	9	7	8	3	525	597	82	11	1
ENSG00000231485	0	1	0	2	0	0	0	0	0	4	0	1	0	29	2	1	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231487	0	98	1	0	0	0	1	1	0	2	0	1	1	2	0	4	0	0	0	476	1	0	2	261	0	0	0	0
ENSG00000231492	957	1027	928	801	1658	405	704	1137	762	462	519	58	38	1341	1314	753	1332	2946	248	679	2490	47	2532	460	1958	1232	994	468
ENSG00000231495	2	0	371	506	2	0	0	1	0	0	0	3	0	1320	3	4	0	1	40	1	0	0	0	1	267	32	2	1
ENSG00000231496	0	0	0	44	2	0	0	2	12	2	0	1	1	0	206	10	185	10	0	0	1	0	0	0	16.5	1543	102	0
ENSG00000231505	3	3	2	45	6	9	404	3	2	1	2	2	0	3	0	0	239	0	38	3	5	915	1	1	3	13	2	1
ENSG00000231507	0	0	2	2	2	1	2	1	0	3	1	0	1	22	1	1	2	245	0	2	2	0	0	4	1	1	0	0
ENSG00000231509	1	2	0	1	2	0	1	399	1	3	5	338	1	3	6	369	54	5	1	2	2	3	1	0	1	5	1	1
ENSG00000231510	2	0	0	0	3	0	0	0	0	1	159	3	0	0	0	2	2	4	0	0	0	0	0	0	0	0	0	0
ENSG00000231512	182	129	313	178	20	16	219	34	9	429.1428571	182	22	9	35	131	75	430	10	54	27	581	19	20	415	28	195	130	227
ENSG00000231527	0	1	1	1	1	2	0	0	1	0	0	1	1	1	0	0	0	0	0	1	1	2	1	0	0	0	1	0
ENSG00000231528	225	595	298	477	47	17	679	290	21	654	167	251	442	1043	447	1027	791	47	86	1074	1527	1128	41	532	72	681	173	322
ENSG00000231529	0	0	3	0	1	0	3	1	1	0	104	3	0	0	1	0	1	0	1	4	0	3	1	4	4	1	0	0
ENSG00000231532	353	212	273	454	326	174	431	479	607	639	346	1328	30	497	359	711	277	520	85	518	554	41	489	52	1276	860	608	56
ENSG00000231533	0	0	0	0	9	1	2	0	0	1	0	1	0	0	0	2	1	0	0	0	0	0	0	2	0	1	2	0
ENSG00000231535	1421	1177	526	3900	4536	1348	1690	2655	412	1476.5	1223	1659	1229	6346.5	2810	3898	3471	1804.5	547	1910	4828	93	911	1438	1068	3408	1453	962
ENSG00000231539	0	86	0	3	2	1	1	5	0	312	1	1	1	1	3	3	5	0	1	3	10	3	491	1	2	64	0	0
ENSG00000231551	0	5	4	100	376.5	1	6	1	7	2	111	9	3	29	137	10	7	7	1	5	5	9	6	29	6	1823	3	1
ENSG00000231557	2022	3966	1411	7325	6141.5	5934	5416	5746.5	2339	4774	2708	4569	3721	10629.66667	4241	7120	5111.222679	3425	1105	8295	3556	8438.5	3542	4115	1710	6034.172089	3168	762
ENSG00000231560	497	453	653	238	1056	251	461	333	628	984	56	1188	113	409	668	344	1013	22	341	461	1753	1251	796	561	219	244	155	15
ENSG00000231566	0	1	0	0	0	2	0	1	53	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000231574	2946	2602	2689	4266	3463	2849	2847	3914.791467	2177.046247	4809	1368.607253	4229.338955	1773	4093.360365	4514.634384	5339.291987	3935.656105	3663.282148	733.462678	6676.333333	3637	4989.5	3162	2260.510594	4160.409039	11213.51126	4029.580254	1077
ENSG00000231587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231589	0	0	1	3	2	3	0	2	1	1	127	2	2	50	3	3	2	2	1	0	0	0	1	0	3	7	0	0
ENSG00000231595	678	31	19	162	578	891	24	995	213	1396	262	277	708	512	839	706	1479	884	121	1295	1824	1960	824	772	1714	646	496	501
ENSG00000231599	495	144	94	1715	509	229	316	390	332	1369	172	26	608	1219	70	29	361	887	233	925	31	1504	614	876	553	1754	12	159
ENSG00000231601	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	3	379	1	2	4	1	1	1	3	3	127	0
ENSG00000231604	0	0	0	1	0	1	0	1	0	0	0	0	1	30	1	0	0	0	0	0	0	0	2	0	0	7	0	0
ENSG00000231606	1	2	0	129	4	3	0	575	0	1	1	0	2	0	6	464	273	2	0	2	5	1	2	3	2	0	2	273
ENSG00000231620	0	0	1	4	1	0	0	1	0	0	93	0	1	77	4	1	1	0	2	3	1	2	513	0	0	1	2	1
ENSG00000231626	0	0	1	2	4	1	0	2	0	0	1	0	0	3	0	1	3	0	0	0	2	0	0	0	2	85	0	124
ENSG00000231630	1	1	350	0	0	2	0	0	0	0	0	1	1	170	4	0	0	1	0	1	1	572	3	0	0	2	0	0
ENSG00000231648	2	3	13	393	5	46	2	14	3	228	5	781	2	309	8	7	484	218	3	10	41	10	6	8	330	22	3	0
ENSG00000231662	407	334	14	987	652	173	1908	552	399	1501	90	326	16	583	51	69	690	360	59	23	3033	1439	582	3	511	2081	315	7
ENSG00000231666	172	195	0	3	0	236	425	0	0	0	0	3	0	0	2	5	1	0	1	1	0	0	1563	0	0	22	3	0
ENSG00000231671	474	1241	1076	1468	3675	2189	1481	2000	1085	1920	245	1514	336	3203	3329	4762	2965.5	3111	281	2148	1592	2357	3367	1030	3680	1791	206	961
ENSG00000231674	6	45	8	129	6	6	259	3	3	322	1	15	7	119	7	8	10	6	18	5	11	2	5	3	4	185	3	2
ENSG00000231678	0	0	0	0	0	1	0	0	0	0	0	0	0	68	2	1	0	0	0	0	1	1	0	0	0	0	0	0
ENSG00000231680	124	2	0	1	4	3	11	4	169	4	2	326	3	12	5	13	3	3	1	9	4	4	5	0	1	849	0	0
ENSG00000231681	0	2	1	390	2	393	10	239	14	429	2	6	54	7731	153	377	1349	12	66	3	434	10	3	7	565	1591	599	125
ENSG00000231682	379	331	713	1430	2702	639.5	1006	1213	724	791	211	527	249	1122	1061.5	632.5	850	249	364	1446.5	1611	1040	530	353	192	593	211	975
ENSG00000231683	1595	522	664	2053.554738	1635	638	1802	1909	1788	1610	628	1079	686	2262	836	2044	1248	1422	382	1211	2087	879	859	1040	758	999	1616	727
ENSG00000231689	1308	1778	3241	5475	6395	1800	5152	3269	4023	4458	1441	4010	4272	5287.35175	3554	5164	3900	2980	1317	2930	6773	3949	3348	2214	3317	13804.11556	2356	2347
ENSG00000231690	4	104	6	126	26	6	235	729	8	32	5	310	317	176	13	427	151	224	96	261	466	21	14	946	547	6	157	1
ENSG00000231698	3	4	0	152	3	129	581	171	421	5	176	348	0	3	2	5	146	436	22	495	642	344	621	84	304	12	12	3
ENSG00000231704	135	802	16	494	1234	472	1190	1011	32	639	168	585	776	211	948	950	934	362	102	1659	1166	78	1167	39	844	243.5	494	157
ENSG00000231705	0	1	0	0	0	1	2	4	1	2	0	1	2	352	4	3	6	1	1	15	1	0	4	1	0	2	1	3
ENSG00000231711	229	39	665	239	608	791	195	948	461	241	107	731	836	637	235	364	140	179	310	1669	832	2211	1398	15	810	52	193	556
ENSG00000231713	5	271	101	901	19	277	9	8	184	6	107	526	10	205	17	19	416	8	28	14	22	15	18	9	439	562	74	4
ENSG00000231714	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	1	0	2	0	0	1	0	1
ENSG00000231718	7891	3512	5934	5638	12166	6229	5060	7350	5494	4361	3116	13578	7231	8364.063093	6421	5995	7902	5688	1855	7387	14463	9699	11166	2933	13864	4788	3420	5645
ENSG00000231720	14	8	23	284	24	13	297	16	16	184	3	20	21	82	19	25	451	21	4	17	19	15	26	190	16	146	44	9
ENSG00000231740	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	25	0	0	0	0	1	0	0	2	36	0	1
ENSG00000231742	470	3	2	204	1	2	483	1	1	423	2	724	3	34	2	4	6	6	0	2	4	1	9	1	348	170	3	90
ENSG00000231754	2	2	1	6	0	272	74	1	202	194	154	5	354	126	3	9	114	1	2	155	4	11	424	1	3	161	0	4
ENSG00000231755	22	19	44	90	63	38	55	24	123	306	112	18	23	96	6	11	16	26	9	32	16	22	49	10	35	10	10	6
ENSG00000231768	84	207	207	1001	399	416	615	450	11	543	144	591	561	369.5	59	2030	25	440	10	292	36	1232	502	774	282	337	9	73
ENSG00000231772	2375	746	2091	9498	2959	1908	2465	2293	538	1846	1950	3314	4906	4625.406364	2075	1930	4103.499803	2600	1017	2988	3763	866	783	1053	1125	12605.78186	887	1382
ENSG00000231776	0	1	0	1	6	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	0	0	0	5	0	0
ENSG00000231781	0	1	0	0	3	0	0	2	0	0	0	0	1	41	1	0	0	0	0	4	0	0	3	0	0	2	0	1
ENSG00000231782	751	416	250	411	1121	628	553	228	298	456	211	1077	242	517	30	362	581	1551	33	526	2314	11	1600	21	181	611	662	155
ENSG00000231791	1	12	0	6	2	340	2	178	1	2	3	4	2	156	3	2	1	3	0	2	6	0	2	7	12	1	4	1
ENSG00000231808	0	96	1	0	3	2	2	5	0	3	0	3	2	18	1	1	3	185	0	0	1	0	1	0	3	40	1	1
ENSG00000231811	0	1	0	2	0	1	1	0	0	0	0	0	0	0	1	0	0	0	2	247	0	0	0	0	0	0	0	0
ENSG00000231814	71	74	1	8	294	324	278	10	7	292	3	8	122	114	26	963	678	5	23	13	8	10	7	9	6	29	10	2
ENSG00000231815	347	330	10	885	27	11	20	349	126	132	11	1062	11	70	400	926.5	536	222	26	1586	53	32	30	506	344	189	568	3
ENSG00000231817	20	203	163	44	1093	16	27	44	85	1033	9	29	366	398	386	44	389	600	126	390	613	1250	379	12	380	1147	31	13
ENSG00000231826	568	977	388	772	2048	277	1033	1644	1086	84	580	382	373	645	55	1248	1439	930	397	717	3595	1472	1346	784	866	516	1091	728
ENSG00000231829	233	91	11	183	1170	12	538	436	266	89	106	17	10	2311	326	890	6	465	2	129	964	11	475	10	12	340	13	4
ENSG00000231838	0	0	1	0	0	0	0	0	0	2	1	0	1	0	0	0	1	0	0	2	5	2	0	1	1	0	0	1
ENSG00000231842	10	7	240	575	1395	12	19	290	194	24	7	362	13	177	2056	2273	501	968	87	23	669	679	520	12	140	1372	6	1
ENSG00000231846	4	4	1	77	4	2	1721	1409.5	3	2	0	1	405	2668	354.1666667	5.5	197	841	2	8	297	1	3	2	912.5	4313.5	786	307
ENSG00000231873	1291	748	94	1413	1111	463	1479	1366	595	1137	2050	609	118	2968.115465	1844	707	636	855	225	852	502	2246	541	254	728	1444.25	401	146
ENSG00000231876	1196	571	876	1550.5	1549	1083	1241.5	1528	1102	1169	898	1883	858	2874	1739	2317	1103.5	1374.5	499	1187	1675	1085	1260	1247	2524.5	5536.5	1005	307
ENSG00000231877	241	404	232	1057	23	661	1259	365	541	592	269	530	513	1798	324	968	1040	1829	220	610	36	35	575	872	83	771.8306448	473	12
ENSG00000231881	303	7	4	4	18	9	504	5	13	8	150	15	6	124	5	7	318	123	1	20	506	13	12	167	8	4	4	2
ENSG00000231883	0	0	0	6	1	2	1	1	2	0	1	0	0	3	1	1	1	2	14	3	1	0	3	0	1	0	0	1
ENSG00000231892	2	2	1	0	1	1	43	2	4	3	0	3	3	166	2	2	1	0	0	4	3	4	0	1	1	0	0	3
ENSG00000231901	493	899	345	1964	893	411	1071	1387	1227	1744	384	1128	1110	859	993	1332	779	1241	348	595	2828	2783	2811	692	764	1062	389	1041
ENSG00000231902	0	1	101	1	2	3	0	230	0	1	0	1	1	0	5	3	0	0	0	6	2	0	0	0	3	0	0	0
ENSG00000231912	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	3	0	0	1	0	0
ENSG00000231914	425	0	4	185	1	5	4	1	7	3	0	350	1	107	1	11	7	0	1	7	297	1	1	1	3	125	128	0
ENSG00000231918	20047	19932	26912	44410.00538	50280	25689	37577	30879	22236.56772	35930.08947	14006	28763	29685	47385.32035	37193.07366	39580	35771	31954	9635.074638	41475	53541.00369	33794	40982	31285	28579.99924	55974.80336	20535.74787	16653
ENSG00000231943	10	6	5	223	855	253	159	230	151	11	152	10	4	89	8	8	18	6	10	154	27	8	17	10	8	68	242	13
ENSG00000231949	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0
ENSG00000231966	0	0	2	73	3	1	246	219	0	0	59	0	0	3	1	7	132	1	2	0	1	0	0	2	352	168	3	1
ENSG00000231971	956	213	472	91	6	561	222	489	0	757	118	10	6	956	336	20	158	111	165	12	2169	18	626	5	7	757	9	199
ENSG00000231977	589	294	587	1628	9668.5	432	1089	1148	277	5044.5	1801	2957	1881	3707	4539	507	894	3626	223	568	8515.5	6036	1388	475	4188	949	171	539
ENSG00000231979	1	0	1	2	0	271	0	4	0	1	1	0	2	0	0	0	0	0	0	140	1	1	0	0	0	269	0	1
ENSG00000231983	277	4	13	89	32	8	21	65	36	75	13	54	215	35	51	40	26	510	82	393	103	703	26	1	437	21	14	44
ENSG00000231986	1	1	0	2	4	1	167	0	1	8	1	1	1	123	12	3	201	34	0	4	3	1	2	2	9	6	109	4
ENSG00000231987	488	576	433	732	523	43	1143	360	449	832	241	1371	1428	2905.964974	114	943	1167	1153	228	1471	2163	804	60	834	1065	2154	411	370
ENSG00000231990	2	0	0	66	1	3	3	2	0	2	0	307	0	97	3	4	1	309	0	2	0	0	1	146	0	780.791014	7	0
ENSG00000232001	0	1	0	2	3	2	5	2	0	2	2	3	0	482	7	5	6	9	95	619	313	4	2	3	0	8	11	0
ENSG00000232002	1	1	3	91	3	0	4	2	3	414	1	406	4	5	554	50	154	6	5	259	3	7	429	3	6	3	124	2
ENSG00000232006	3723	1704	2942	4325	3780	1295	984	3366	1871	3571	1397	2024	2175	9550	3712	4684	6324	2808	1318	4954	3881	2055	3407	1758	3832	8325	2122	1257
ENSG00000232019	130	227	5	281	1012	256	534	266	67	36	236	367	738	53	248	20	372	573	33	354	1650	1162	490	264	9	12	5	483
ENSG00000232023	2	74	0	109	33	1	0	395	1	2	81	4	215	12	370	11	147	1	44	2	2	1	520	1	0	34	177	0
ENSG00000232028	3	6	144	108	6	0	266	58	164	266	317	6	490	59	3	4	62	241	1	5	4	6	477	4	2	84	0	0
ENSG00000232035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232044	571	269	739	1100	2520.5	407	401	1696	1107	1734	644	1211	490	4518	490	567	1318	1817	561	2735	1047	551	623	365	1820.5	835.5	494	872
ENSG00000232046	3983	3041	3860	10296	4351	3188	3242	6217	4055	4258.5	3376.5	3461.5	3725	7777.613884	4799	4523	5492	5891.5	1145	3467	8234	8782	5309	2808.5	6789	20959.03729	4056	2504
ENSG00000232053	4271	2443	2646	7334	5990	5834	7441	5412	3180	4864	1724	3050	5276	10365	4825	5127	7645	6186	1651	6732	5103	8823	5701	3573	7660	28273.46774	4565	1729
ENSG00000232056	805	1836	1442	924	2886	1960	1346	2188	1204	428	946	828	299	601	27	2259	471	613	660	1928	3510	2624	1674	585	1179	1708	1193	487
ENSG00000232058	376	1111	1136	2742	927	639	2317	754	1160	1710	4344	1275	686	2342	2086	3177	3470	2060	310	1762	3235	3422	2571	391	3346	1933	993	385
ENSG00000232063	123	269	116	353	329	11	13	187	387	241	14	225	1043	469	158	210	227	19	58	307	1293	36	1103	11	401	427	57	6
